date,value
2023-01-12 16:00:00,-28.642237027335568
2023-01-12 17:00:00,-27.109758521795158
2023-01-12 18:00:00,-27.346517423531363
2023-01-12 19:00:00,-26.438696810979632
2023-01-12 20:00:00,-28.91676838050495
2023-01-12 21:00:00,-26.70595624435491
2023-01-12 22:00:00,-23.397052333251466
2023-01-12 23:00:00,-25.3120636349244
2023-01-13 00:00:00,-24.38372213552102
2023-01-13 01:00:00,-24.739272621707414
2023-01-13 02:00:00,-25.121510970456747
2023-01-13 03:00:00,-23.621111831880885
2023-01-13 04:00:00,-23.414495104565002
2023-01-13 05:00:00,-24.198629733231268
2023-01-13 06:00:00,-23.726176501371494
2023-01-13 07:00:00,-22.55128259134276
2023-01-13 08:00:00,-23.709957663986128
2023-01-13 09:00:00,-23.440536042144927
2023-01-13 10:00:00,-21.10801235987051
2023-01-13 11:00:00,-20.814561589684843
2023-01-13 12:00:00,-21.83966928419339
2023-01-13 13:00:00,-19.760384158505296
2023-01-13 14:00:00,-20.14921557114457
2023-01-13 15:00:00,-20.276403930262855
2023-01-13 16:00:00,-20.873187279669217
2023-01-13 17:00:00,-19.269300688444833
2023-01-13 18:00:00,-20.251033073515135
2023-01-13 19:00:00,-19.46335918901816
2023-01-13 20:00:00,-19.68544394572586
2023-01-13 21:00:00,-17.526764757705596
2023-01-13 22:00:00,-18.270911498798384
2023-01-13 23:00:00,-268.06288064930726
2023-01-14 00:00:00,-17.0737981271921
2023-01-14 01:00:00,-14.932871226719959
2023-01-14 02:00:00,-16.038638258483807
2023-01-14 03:00:00,-18.293005558833467
2023-01-14 04:00:00,-16.410637154667185
2023-01-14 05:00:00,-15.974843455732932
2023-01-14 06:00:00,-16.3148618748081
2023-01-14 07:00:00,-16.37873823898544
2023-01-14 08:00:00,-13.368223032770674
2023-01-14 09:00:00,-13.970524537405423
2023-01-14 10:00:00,-13.464263303906602
2023-01-14 11:00:00,-13.67958304431309
2023-01-14 12:00:00,-12.870547415207307
2023-01-14 13:00:00,-12.86983653529093
2023-01-14 14:00:00,-12.850977257454883
2023-01-14 15:00:00,-12.8763962267765
2023-01-14 16:00:00,-13.332201556140937
2023-01-14 17:00:00,-12.728471880457793
2023-01-14 18:00:00,-11.714735096341185
2023-01-14 19:00:00,-12.221910219197918
2023-01-14 20:00:00,-10.643051827953478
2023-01-14 21:00:00,-11.542822930689773
2023-01-14 22:00:00,-9.515294615627578
2023-01-14 23:00:00,-11.352251808783807
2023-01-15 00:00:00,-9.283907974985546
2023-01-15 01:00:00,-7.9879465354023855
2023-01-15 02:00:00,-8.053025426660025
2023-01-15 03:00:00,-9.09353504927139
2023-01-15 04:00:00,-6.904081612279382
2023-01-15 05:00:00,-7.8353213387736975
2023-01-15 06:00:00,-7.162042226074551
2023-01-15 07:00:00,-7.2230319087586645
2023-01-15 08:00:00,-8.566717896944544
2023-01-15 09:00:00,-5.907740149619021
2023-01-15 10:00:00,-5.692967842963382
2023-01-15 11:00:00,-5.018454147354717
2023-01-15 12:00:00,-6.400303350056248
2023-01-15 13:00:00,-4.270426095933677
2023-01-15 14:00:00,-5.368523218498766
2023-01-15 15:00:00,-5.542505710386448
2023-01-15 16:00:00,-5.046311345534543
2023-01-15 17:00:00,-3.4625229942425904
2023-01-15 18:00:00,-3.7204525393571712
2023-01-15 19:00:00,-1.421877493943731
2023-01-15 20:00:00,-251.81097487137816
2023-01-15 21:00:00,-1.1111310235130931
2023-01-15 22:00:00,-2.067888239887923
2023-01-15 23:00:00,-2.627491147703579
2023-01-16 00:00:00,-2.8001556042726623
2023-01-16 01:00:00,-1.068795555667781
2023-01-16 02:00:00,0.7813936503725858
2023-01-16 03:00:00,1.1161786372281315
2023-01-16 04:00:00,-1.4370174416294423
2023-01-16 05:00:00,0.84110945433194
2023-01-16 06:00:00,1.6272302338200912
2023-01-16 07:00:00,0.28926725288127386
2023-01-16 08:00:00,1.642132985331906
2023-01-16 09:00:00,1.2575051452332717
2023-01-16 10:00:00,2.486819056159529
2023-01-16 11:00:00,2.8872596973757725
2023-01-16 12:00:00,2.7118546348728736
2023-01-16 13:00:00,3.276452000989765
2023-01-16 14:00:00,3.0621421986308803
2023-01-16 15:00:00,4.202760139618535
2023-01-16 16:00:00,1.2335283206756826
2023-01-16 17:00:00,5.273321357666351
2023-01-16 18:00:00,6.183909054134009
2023-01-16 19:00:00,4.179047974878053
2023-01-16 20:00:00,5.654617270736979
2023-01-16 21:00:00,6.787161506692636
2023-01-16 22:00:00,5.842779083169899
2023-01-16 23:00:00,6.213350113656209
2023-01-17 00:00:00,7.184707979941858
2023-01-17 01:00:00,8.336958446801857
2023-01-17 02:00:00,6.56451047971092
2023-01-17 03:00:00,8.528018181574899
2023-01-17 04:00:00,9.175455977956807
2023-01-17 05:00:00,7.620687962251803
2023-01-17 06:00:00,9.486874699223648
2023-01-17 07:00:00,11.130858271151888
2023-01-17 08:00:00,10.025873407696269
2023-01-17 09:00:00,10.217123285753603
2023-01-17 10:00:00,12.158414639845969
2023-01-17 11:00:00,10.486958752972741
2023-01-17 12:00:00,11.24813745875339
2023-01-17 13:00:00,13.093171832799193
2023-01-17 14:00:00,13.859670388550223
2023-01-17 15:00:00,11.36518786027314
2023-01-17 16:00:00,12.589329060737994
2023-01-17 17:00:00,13.605844280913214
2023-01-17 18:00:00,14.737541531586468
2023-01-17 19:00:00,14.263139176845165
2023-01-17 20:00:00,13.545499389096555
2023-01-17 21:00:00,15.275397179902232
2023-01-17 22:00:00,12.584080387432325
2023-01-17 23:00:00,15.296034085518802
2023-01-18 00:00:00,16.23217339942832
2023-01-18 01:00:00,16.93691242578089
2023-01-18 02:00:00,16.609794955366667
2023-01-18 03:00:00,15.063381535743906
2023-01-18 04:00:00,17.769245893336226
2023-01-18 05:00:00,16.62364820154344
2023-01-18 06:00:00,17.03106052645987
2023-01-18 07:00:00,18.971917075777682
2023-01-18 08:00:00,16.17244243309898
2023-01-18 09:00:00,20.71707553891331
2023-01-18 10:00:00,19.706156827243092
2023-01-18 11:00:00,20.02181132444518
2023-01-18 12:00:00,19.306235276525555
2023-01-18 13:00:00,20.487941175542247
2023-01-18 14:00:00,20.720065111218577
2023-01-18 15:00:00,20.66956617171442
2023-01-18 16:00:00,19.239655547196797
2023-01-18 17:00:00,21.517113805432682
2023-01-18 18:00:00,21.645324722633802
2023-01-18 19:00:00,22.651512471178396
2023-01-18 20:00:00,22.44556613313534
2023-01-18 21:00:00,22.614262145743172
2023-01-18 22:00:00,22.828750020752324
2023-01-18 23:00:00,21.48527401517441
2023-01-19 00:00:00,21.432006940396946
2023-01-19 01:00:00,23.488839872208313
2023-01-19 02:00:00,23.205267847919412
2023-01-19 03:00:00,24.674709678810274
2023-01-19 04:00:00,23.307029878829052
2023-01-19 05:00:00,24.2697426074743
2023-01-19 06:00:00,25.846826677520475
2023-01-19 07:00:00,25.450276647198674
2023-01-19 08:00:00,24.87529940476226
2023-01-19 09:00:00,26.606618324278628
2023-01-19 10:00:00,26.618724637280035
2023-01-19 11:00:00,25.618836014007215
2023-01-19 12:00:00,26.312966658309882
2023-01-19 13:00:00,27.445403911334985
2023-01-19 14:00:00,27.344504297213035
2023-01-19 15:00:00,27.57015259915413
2023-01-19 16:00:00,27.591509102619536
2023-01-19 17:00:00,25.724952976680438
2023-01-19 18:00:00,29.19006337421086
2023-01-19 19:00:00,29.305196601779205
2023-01-19 20:00:00,29.146513595255254
2023-01-19 21:00:00,27.76915178197815
2023-01-19 22:00:00,29.43353255230696
2023-01-19 23:00:00,30.10749660113523
2023-01-20 00:00:00,30.185226133616926
2023-01-20 01:00:00,30.57995629200771
2023-01-20 02:00:00,28.738438518483893
2023-01-20 03:00:00,281.83423614965534
2023-01-20 04:00:00,32.06831013139988
2023-01-20 05:00:00,32.425218696267564
2023-01-20 06:00:00,33.327876495142824
2023-01-20 07:00:00,32.52333273481138
2023-01-20 08:00:00,33.920955599913626
2023-01-20 09:00:00,31.621337728845702
2023-01-20 10:00:00,33.776505929374636
2023-01-20 11:00:00,33.136108551072184
2023-01-20 12:00:00,35.0282600099277
2023-01-20 13:00:00,33.40447718424031
2023-01-20 14:00:00,33.61840334752693
2023-01-20 15:00:00,33.75767859429068
2023-01-20 16:00:00,35.13795563944568
2023-01-20 17:00:00,34.11247418204929
2023-01-20 18:00:00,36.002465455188904
2023-01-20 19:00:00,36.13149424084618
2023-01-20 20:00:00,35.699337626409225
2023-01-20 21:00:00,36.02825197334874
2023-01-20 22:00:00,35.50429838858487
2023-01-20 23:00:00,38.27085212331693
2023-01-21 00:00:00,37.43220437100807
2023-01-21 01:00:00,35.70560683706982
2023-01-21 02:00:00,38.090027662186216
2023-01-21 03:00:00,36.24012768753109
2023-01-21 04:00:00,37.85116403531938
2023-01-21 05:00:00,38.39875303282581
2023-01-21 06:00:00,37.67414192879177
2023-01-21 07:00:00,37.641314828312844
2023-01-21 08:00:00,38.797015833644224
2023-01-21 09:00:00,39.228542495974345
2023-01-21 10:00:00,39.09333663864958
2023-01-21 11:00:00,39.484851232757634
2023-01-21 12:00:00,37.95042531559654
2023-01-21 13:00:00,39.48992382208104
2023-01-21 14:00:00,38.76695804797879
2023-01-21 15:00:00,40.06266900821407
2023-01-21 16:00:00,39.12036345623943
2023-01-21 17:00:00,39.567905158779006
2023-01-21 18:00:00,39.63492692798331
2023-01-21 19:00:00,40.333198208816036
2023-01-21 20:00:00,40.65465033616775
2023-01-21 21:00:00,41.00881952784274
2023-01-21 22:00:00,41.904118227246165
2023-01-21 23:00:00,40.576735865678835
2023-01-22 00:00:00,43.29659096503331
2023-01-22 01:00:00,41.52765093802145
2023-01-22 02:00:00,41.30777627479616
2023-01-22 03:00:00,42.55162298263381
2023-01-22 04:00:00,42.01908349094398
2023-01-22 05:00:00,42.141332375702014
2023-01-22 06:00:00,42.98674915791857
2023-01-22 07:00:00,41.71940108884266
2023-01-22 08:00:00,44.15460635654567
2023-01-22 09:00:00,41.96071488522661
2023-01-22 10:00:00,42.814614905877384
2023-01-22 11:00:00,44.73207126008416
2023-01-22 12:00:00,44.95487946560736
2023-01-22 13:00:00,44.35084014474537
2023-01-22 14:00:00,42.757508270678684
2023-01-22 15:00:00,43.947255606356556
2023-01-22 16:00:00,43.88911612979898
2023-01-22 17:00:00,44.007423067840776
2023-01-22 18:00:00,44.480479913945096
2023-01-22 19:00:00,45.328595350825665
2023-01-22 20:00:00,45.95914651443354
2023-01-22 21:00:00,45.491905495817655
2023-01-22 22:00:00,44.54884977341175
2023-01-22 23:00:00,45.58525092239744
2023-01-23 00:00:00,45.94298090211187
2023-01-23 01:00:00,46.70853792302642
2023-01-23 02:00:00,45.368717489811495
2023-01-23 03:00:00,45.64615750868236
2023-01-23 04:00:00,45.60701654905816
2023-01-23 05:00:00,45.269003287000594
2023-01-23 06:00:00,46.8896301159832
2023-01-23 07:00:00,46.08616033936493
2023-01-23 08:00:00,47.67278836288654
2023-01-23 09:00:00,47.723270409145236
2023-01-23 10:00:00,47.02883838239936
2023-01-23 11:00:00,47.369742530922835
2023-01-23 12:00:00,46.865712221095734
2023-01-23 13:00:00,47.570028074877186
2023-01-23 14:00:00,47.588837535059184
2023-01-23 15:00:00,48.73483941031179
2023-01-23 16:00:00,47.24124511700762
2023-01-23 17:00:00,48.87753480146229
2023-01-23 18:00:00,48.56739751794553
2023-01-23 19:00:00,48.372059033181046
2023-01-23 20:00:00,46.95735143242215
2023-01-23 21:00:00,47.21849109941443
2023-01-23 22:00:00,48.284350181585964
2023-01-23 23:00:00,48.51930338139344
2023-01-24 00:00:00,47.24022000851696
2023-01-24 01:00:00,50.275624581689584
2023-01-24 02:00:00,48.8136047746229
2023-01-24 03:00:00,48.608689655545355
2023-01-24 04:00:00,49.34246959324307
2023-01-24 05:00:00,48.12720803833508
2023-01-24 06:00:00,46.888815120634696
2023-01-24 07:00:00,48.90613409412859
2023-01-24 08:00:00,48.38533054660773
2023-01-24 09:00:00,49.184371179681584
2023-01-24 10:00:00,49.409784044018146
2023-01-24 11:00:00,47.71929801814865
2023-01-24 12:00:00,-201.43043217800118
2023-01-24 13:00:00,50.291294698044595
2023-01-24 14:00:00,50.89595140759989
2023-01-24 15:00:00,49.44822836011246
2023-01-24 16:00:00,49.69997772428526
2023-01-24 17:00:00,49.96761348274329
2023-01-24 18:00:00,49.959492026687954
2023-01-24 19:00:00,52.337662406294285
2023-01-24 20:00:00,51.44544872672984
2023-01-24 21:00:00,49.180643445121405
2023-01-24 22:00:00,49.53635540528671
2023-01-24 23:00:00,51.024199631979066
2023-01-25 00:00:00,50.47901169106339
2023-01-25 01:00:00,50.8726357899016
2023-01-25 02:00:00,50.61593117415317
2023-01-25 03:00:00,49.129248753139294
2023-01-25 04:00:00,48.74615959637778
2023-01-25 05:00:00,48.539532690296625
2023-01-25 06:00:00,49.32139735524727
2023-01-25 07:00:00,50.43459246921
2023-01-25 08:00:00,49.49507644754595
2023-01-25 09:00:00,52.04329868773472
2023-01-25 10:00:00,48.439455557098654
2023-01-25 11:00:00,49.76550884672136
2023-01-25 12:00:00,51.062290927958855
2023-01-25 13:00:00,51.88806228515429
2023-01-25 14:00:00,49.05667465234125
2023-01-25 15:00:00,50.28537396153839
2023-01-25 16:00:00,50.67368311386181
2023-01-25 17:00:00,47.98603556708255
2023-01-25 18:00:00,50.73065285385765
2023-01-25 19:00:00,50.07969920928136
2023-01-25 20:00:00,49.47455592892782
2023-01-25 21:00:00,50.82817949955348
2023-01-25 22:00:00,49.90972811750732
2023-01-25 23:00:00,49.05084136728007
2023-01-26 00:00:00,51.10906096705457
2023-01-26 01:00:00,49.09753487416203
2023-01-26 02:00:00,50.96811026019896
2023-01-26 03:00:00,47.26786627963668
2023-01-26 04:00:00,50.510030876764205
2023-01-26 05:00:00,49.249275056712726
2023-01-26 06:00:00,49.79408700108829
2023-01-26 07:00:00,49.639320874408234
2023-01-26 08:00:00,50.42687340198204
2023-01-26 09:00:00,48.51395664020435
2023-01-26 10:00:00,49.10811825607946
2023-01-26 11:00:00,48.91390949205794
2023-01-26 12:00:00,49.654392483906115
2023-01-26 13:00:00,49.09836646407318
2023-01-26 14:00:00,49.318931173208426
2023-01-26 15:00:00,49.340188657002784
2023-01-26 16:00:00,47.21916603255106
2023-01-26 17:00:00,48.59337252906408
2023-01-26 18:00:00,48.85054376602895
2023-01-26 19:00:00,48.88149239899116
2023-01-26 20:00:00,51.05399471512655
2023-01-26 21:00:00,49.30310139207878
2023-01-26 22:00:00,49.713322335988344
2023-01-26 23:00:00,47.89212053729431
2023-01-27 00:00:00,49.05542840060771
2023-01-27 01:00:00,49.9482285366964
2023-01-27 02:00:00,47.60776296679851
2023-01-27 03:00:00,47.329886113728584
2023-01-27 04:00:00,46.34504997030476
2023-01-27 05:00:00,46.44392027090899
2023-01-27 06:00:00,49.30968475916536
2023-01-27 07:00:00,46.05020278508691
2023-01-27 08:00:00,47.31377985020634
2023-01-27 09:00:00,48.07395295753206
2023-01-27 10:00:00,47.360517808571
2023-01-27 11:00:00,47.32669996065019
2023-01-27 12:00:00,46.86147179912249
2023-01-27 13:00:00,47.822492148771616
2023-01-27 14:00:00,45.2804647799723
2023-01-27 15:00:00,46.19368893226236
2023-01-27 16:00:00,46.37534816236644
2023-01-27 17:00:00,44.417792458918825
2023-01-27 18:00:00,45.43138915213734
2023-01-27 19:00:00,45.827860805088335
2023-01-27 20:00:00,47.387170902811675
2023-01-27 21:00:00,45.10448457557627
2023-01-27 22:00:00,46.76558639193228
2023-01-27 23:00:00,44.73268956898306
